Title,Address,Building Info,Transport 1,Transport 2,Transport 3,Floor,Rent,Administration Fee,Deposit,Gratuity,Layout,Size,Detail URL
東京メトロ半蔵門線 半蔵門駅 地下1地上12階建 築19年,東京都千代田区麹町３,"築19年
地下1地上12階建",東京メトロ半蔵門線/半蔵門駅 歩3分,東京メトロ有楽町線/麹町駅 歩4分,ＪＲ中央線/市ケ谷駅 歩10分,4階,28.3万円,15000円,-,-,1LDK,59.39m2,/chintai/jnc_000085708266/?bc=100352178256
東京メトロ半蔵門線 半蔵門駅 地下1地上12階建 築19年,東京都千代田区麹町３,"築19年
地下1地上12階建",東京メトロ半蔵門線/半蔵門駅 歩3分,東京メトロ有楽町線/麹町駅 歩4分,ＪＲ中央線/市ケ谷駅 歩10分,6階,28.5万円,15000円,-,-,1LDK,62.24m2,/chintai/jnc_000085708266/?bc=100352178256
東京メトロ半蔵門線 半蔵門駅 地下1地上12階建 築19年,東京都千代田区麹町３,"築19年
地下1地上12階建",東京メトロ半蔵門線/半蔵門駅 歩3分,東京メトロ有楽町線/麹町駅 歩4分,ＪＲ中央線/市ケ谷駅 歩10分,2階,29.5万円,15000円,-,-,1LDK,59.39m2,/chintai/jnc_000085708266/?bc=100352178256
東京メトロ半蔵門線 半蔵門駅 地下1地上12階建 築19年,東京都千代田区麹町３,"築19年
地下1地上12階建",東京メトロ半蔵門線/半蔵門駅 歩3分,東京メトロ有楽町線/麹町駅 歩4分,ＪＲ中央線/市ケ谷駅 歩10分,11階,31.5万円,15000円,-,-,1LDK,59.39m2,/chintai/jnc_000085708266/?bc=100352178256
東京メトロ半蔵門線 半蔵門駅 地下1地上12階建 築19年,東京都千代田区麹町３,"築19年
地下1地上12階建",東京メトロ半蔵門線/半蔵門駅 歩3分,東京メトロ有楽町線/麹町駅 歩4分,ＪＲ中央線/市ケ谷駅 歩10分,12階,32.5万円,15000円,-,-,1LDK,59.39m2,/chintai/jnc_000085708266/?bc=100352178256
ＪＲ中央線 市ケ谷駅 地下1地上8階建 築25年,東京都千代田区九段南３,"築25年
地下1地上8階建",ＪＲ中央線/市ケ谷駅 歩9分,東京メトロ半蔵門線/九段下駅 歩13分,東京メトロ半蔵門線/半蔵門駅 歩12分,3階,14.8万円,5000円,14.8万円,14.8万円,1LDK,35.01m2,/chintai/jnc_000086793546/?bc=100355916432
東京メトロ半蔵門線 半蔵門駅 地下1地上9階建 築54年,東京都千代田区三番町,"築54年
地下1地上9階建",東京メトロ半蔵門線/半蔵門駅 歩9分,ＪＲ中央線/市ケ谷駅 歩11分,東京メトロ有楽町線/麹町駅 歩13分,4階,15万円,-,15万円,15万円,1DK,37.72m2,/chintai/jnc_000086168586/?bc=100351685650
コーポ麹町,東京都千代田区三番町,"築54年
地下1地上9階建",東京メトロ半蔵門線/半蔵門駅 歩9分,都営新宿線/市ケ谷駅 歩11分,ＪＲ総武線/市ケ谷駅 歩11分,4階,14.5万円,-,14.5万円,14.5万円,1DK,37.72m2,/chintai/jnc_000086619433/?bc=100342435603
東京メトロ有楽町線 麹町駅 13階建 新築,東京都千代田区麹町３,"新築
13階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩4分,都営新宿線/市ケ谷駅 歩14分,4階,19.8万円,-,19.8万円,19.8万円,1DK,32.53m2,/chintai/jnc_000086230462/?bc=100354918019
東京メトロ有楽町線 麹町駅 13階建 新築,東京都千代田区麹町３,"新築
13階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩4分,都営新宿線/市ケ谷駅 歩14分,7階,22.5万円,-,22.5万円,22.5万円,1DK,32.53m2,/chintai/jnc_000086230462/?bc=100354918019
東京メトロ有楽町線 麹町駅 13階建 新築,東京都千代田区麹町３,"新築
13階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩4分,都営新宿線/市ケ谷駅 歩14分,7階,22.5万円,-,22.5万円,22.5万円,1DK,32.53m2,/chintai/jnc_000086230462/?bc=100354918019
東京メトロ有楽町線 麹町駅 13階建 新築,東京都千代田区麹町３,"新築
13階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩4分,都営新宿線/市ケ谷駅 歩14分,3階,25万円,10000円,25万円,25万円,1LDK,41.9m2,/chintai/jnc_000086230462/?bc=100354918019
東京メトロ有楽町線 麹町駅 13階建 新築,東京都千代田区麹町３,"新築
13階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩4分,都営新宿線/市ケ谷駅 歩14分,3階,25万円,10000円,25万円,25万円,1LDK,41.9m2,/chintai/jnc_000086230462/?bc=100354918019
東京メトロ有楽町線 麹町駅 13階建 新築,東京都千代田区麹町３,"新築
13階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩4分,都営新宿線/市ケ谷駅 歩14分,5階,28.5万円,-,28.5万円,28.5万円,1LDK,41.9m2,/chintai/jnc_000086230462/?bc=100354918019
東京メトロ有楽町線 麹町駅 13階建 新築,東京都千代田区麹町３,"新築
13階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩4分,都営新宿線/市ケ谷駅 歩14分,11階,31万円,20000円,62万円,31万円,1LDK,51.75m2,/chintai/jnc_000086230462/?bc=100354918019
東京メトロ有楽町線 麹町駅 13階建 新築,東京都千代田区麹町３,"新築
13階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩4分,都営新宿線/市ケ谷駅 歩14分,11階,31万円,20000円,62万円,31万円,1LDK,51.75m2,/chintai/jnc_000086230462/?bc=100354918019
東京メトロ有楽町線 麹町駅 13階建 新築,東京都千代田区麹町３,"新築
13階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩4分,都営新宿線/市ケ谷駅 歩14分,12階,31.5万円,20000円,63万円,31.5万円,1LDK,51.75m2,/chintai/jnc_000086230462/?bc=100354918019
東京メトロ有楽町線 麹町駅 13階建 新築,東京都千代田区麹町３,"新築
13階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩4分,都営新宿線/市ケ谷駅 歩14分,12階,31.5万円,20000円,63万円,31.5万円,1LDK,51.75m2,/chintai/jnc_000086230462/?bc=100354918019
都営新宿線 市ケ谷駅 地下1地上9階建 築9年,東京都千代田区九段北４,"築9年
地下1地上9階建",都営新宿線/市ケ谷駅 歩2分,東京メトロ半蔵門線/半蔵門駅 歩10分,東京メトロ有楽町線/麹町駅 歩13分,7階,22.5万円,9000円,22.5万円,45万円,1LDK,51.81m2,/chintai/jnc_000086398645/?bc=100354918031
カーサ麹町,東京都千代田区麹町３,"築8年
3階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩5分,東京メトロ有楽町線/永田町駅 歩10分,3階,14.1万円,6000円,14.1万円,-,1LDK,31.88m2,/chintai/jnc_000065693440/?bc=100352912244
東京メトロ有楽町線 麹町駅 3階建 築8年,東京都千代田区麹町３,"築8年
3階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩5分,ＪＲ中央線/市ケ谷駅 歩12分,3階,14.1万円,6000円,14.1万円,-,1LDK,31.88m2,/chintai/jnc_000065705297/?bc=100355074746
朝日三番町プラザ,東京都千代田区三番町,"築38年
7階建",東京メトロ半蔵門線/半蔵門駅 歩5分,東京メトロ南北線/市ケ谷駅 歩9分,東京メトロ有楽町線/麹町駅 歩11分,2階,14万円,10000円,14万円,14万円,1LDK,34.81m2,/chintai/jnc_000080393870/?bc=100310362118
ＪＲ中央線 市ケ谷駅 4階建 築4年,東京都千代田区四番町,"築4年
4階建",ＪＲ中央線/市ケ谷駅 歩4分,東京メトロ半蔵門線/半蔵門駅 歩9分,東京メトロ丸ノ内線/四ツ谷駅 歩12分,1-2階,22.8万円,4400円,-,22.8万円,1LDK,59.12m2,/chintai/jnc_000085504042/?bc=100347442491
渋谷スカイレジテル,東京都渋谷区渋谷１,"築46年
7階建",東急東横線/渋谷駅 歩2分,東京メトロ副都心線/明治神宮前駅 歩8分,東京メトロ半蔵門線/半蔵門駅 歩13分,2階,26.7万円,12780円,26.7万円,26.7万円,1LDK,46.5m2,/chintai/jnc_000086516825/?bc=100355128933
ザ・パークハウス麹町テラス,東京都千代田区麹町３,"築2年
11階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩5分,東京メトロ丸ノ内線/四ツ谷駅 歩11分,8階,22.8万円,20000円,22.8万円,22.8万円,1LDK,42.55m2,/chintai/jnc_000086805870/?bc=100355263409
パークキューブ市ヶ谷,東京都新宿区市谷本村町,"築19年
15階建",東京メトロ有楽町線/市ケ谷駅 歩6分,ＪＲ総武線/四ツ谷駅 歩6分,東京メトロ半蔵門線/半蔵門駅 歩15分,7階,13.8万円,10000円,13.8万円,13.8万円,1DK,30.09m2,/chintai/jnc_000086265302/?bc=100353821844
東京メトロ半蔵門線 半蔵門駅 12階建 築24年,東京都千代田区九段南２,"築24年
12階建",東京メトロ半蔵門線/半蔵門駅 歩10分,東京メトロ東西線/九段下駅 歩11分,東京メトロ有楽町線/市ケ谷駅 歩14分,2階,19.8万円,12000円,19.8万円,19.8万円,1LDK,48.67m2,/chintai/jnc_000073939715/?bc=100354722858
平河町森タワーレジデンス,東京都千代田区平河町２,"築15年
地下2地上24階建",東京メトロ有楽町線/永田町駅 歩1分,東京メトロ半蔵門線/半蔵門駅 歩8分,東京メトロ銀座線/赤坂見附駅 歩6分,14階,50万円,30000円,100万円,-,1LDK,77.68m2,/chintai/jnc_000085108357/?bc=100323943988
平河町森タワーレジデンス,東京都千代田区平河町２,"築15年
地下2地上24階建",東京メトロ有楽町線/永田町駅 歩1分,東京メトロ半蔵門線/半蔵門駅 歩8分,東京メトロ銀座線/赤坂見附駅 歩6分,16階,58万円,-,232万円,-,1LDK,77.84m2,/chintai/jnc_000085108357/?bc=100323943988
東京メトロ有楽町線 麹町駅 地下1地上7階建 築46年,東京都千代田区平河町１,"築46年
地下1地上7階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩6分,東京メトロ南北線/永田町駅 歩6分,4階,12.9万円,10000円,12.9万円,12.9万円,1LDK,35.23m2,/chintai/jnc_000086708424/?bc=100355861888
シュトラーレ四番町,東京都千代田区四番町,"築4年
4階建",ＪＲ中央線/市ケ谷駅 歩7分,東京メトロ半蔵門線/半蔵門駅 歩10分,東京メトロ有楽町線/麹町駅 歩11分,1階,22.8万円,4400円,-,22.8万円,1LDK,59.12m2,/chintai/jnc_000085466469/?bc=100347152077
パークコート三番町ヒルトップレジデンス,東京都千代田区三番町,"築7年
地下1地上18階建",東京メトロ有楽町線/市ケ谷駅 歩4分,ＪＲ中央線/市ケ谷駅 歩7分,東京メトロ半蔵門線/半蔵門駅 歩8分,8階,29.8万円,20000円,29.8万円,59.6万円,1LDK,57.32m2,/chintai/jnc_000086619431/?bc=100354788720
グルックハイム紀尾井町,東京都千代田区紀尾井町,"築19年
9階建",東京メトロ有楽町線/麹町駅 歩4分,東京メトロ南北線/永田町駅 歩4分,東京メトロ半蔵門線/半蔵門駅 歩8分,3階,19.2万円,10000円,19.2万円,38.4万円,1LDK,45.43m2,/chintai/jnc_000085621996/?bc=100347830136
グルックハイム紀尾井町,東京都千代田区紀尾井町,"築19年
9階建",東京メトロ有楽町線/麹町駅 歩4分,東京メトロ南北線/永田町駅 歩4分,東京メトロ半蔵門線/半蔵門駅 歩8分,6階,23.5万円,10000円,23.5万円,23.5万円,1LDK,55m2,/chintai/jnc_000085621996/?bc=100347830136
グルックハイム紀尾井町,東京都千代田区紀尾井町,"築19年
9階建",東京メトロ有楽町線/麹町駅 歩4分,東京メトロ南北線/永田町駅 歩4分,東京メトロ半蔵門線/半蔵門駅 歩8分,4階,23.8万円,10000円,23.8万円,47.6万円,1LDK,55m2,/chintai/jnc_000085621996/?bc=100347830136
東京メトロ有楽町線 麹町駅 地下4地上17階建 築24年,東京都千代田区二番町,"築24年
地下4地上17階建",東京メトロ有楽町線/麹町駅 歩4分,ＪＲ総武線/四ツ谷駅 歩6分,東京メトロ半蔵門線/半蔵門駅 歩9分,6階,42万円,-,42万円,42万円,1LDK,73.76m2,/chintai/jnc_000085702493/?bc=100349158559
四番町プラザ,東京都千代田区四番町,"築29年
地下2地上12階建",東京メトロ有楽町線/麹町駅 歩4分,ＪＲ中央線/市ケ谷駅 歩6分,東京メトロ半蔵門線/半蔵門駅 歩7分,6階,34万円,10000円,34万円,34万円,1LDK,84.33m2,/chintai/jnc_000086111057/?bc=100351553221
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,"築35年
26階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩10分,東京メトロ有楽町線/永田町駅 歩11分,22階,65万円,-,260万円,-,1LDK,134.65m2,/chintai/jnc_000086369515/?bc=100352563771
東京メトロ有楽町線 麹町駅 26階建 築35年,東京都千代田区紀尾井町,"築35年
26階建",東京メトロ有楽町線/麹町駅 歩3分,東京メトロ半蔵門線/半蔵門駅 歩10分,東京メトロ有楽町線/永田町駅 歩11分,22階,65万円,-,260万円,-,1LDK,134.65m2,/chintai/jnc_000086376339/?bc=100353585639
東京メトロ東西線 九段下駅 13階建 築17年,東京都千代田区九段南２,"築17年
13階建",東京メトロ東西線/九段下駅 歩7分,東京メトロ有楽町線/市ケ谷駅 歩9分,東京メトロ半蔵門線/半蔵門駅 歩10分,13階,22.7万円,10000円,22.7万円,22.7万円,1LDK,45.16m2,/chintai/jnc_000083984331/?bc=100351566222
アーバンキューブ九段南,東京都千代田区九段南３,"築16年
12階建",都営新宿線/市ケ谷駅 歩6分,都営新宿線/九段下駅 歩10分,東京メトロ半蔵門線/半蔵門駅 歩12分,12階,23.1万円,15000円,23.1万円,23.1万円,1LDK,53.84m2,/chintai/jnc_000086522539/?bc=100354132270
ルフォンプログレ千代田御茶ノ水,東京都千代田区神田猿楽町２,"築2年
14階建",ＪＲ中央線/水道橋駅 歩6分,東京メトロ丸ノ内線/御茶ノ水駅 歩11分,東京メトロ半蔵門線/半蔵門駅 歩6分,9階,23.7万円,18000円,23.7万円,-,1LDK,40.87m2,/chintai/jnc_000086215273/?bc=100351957418
ＪＲ中央線 水道橋駅 14階建 築2年,東京都千代田区神田猿楽町２,"築2年
14階建",ＪＲ中央線/水道橋駅 歩6分,東京メトロ丸ノ内線/御茶ノ水駅 歩11分,東京メトロ半蔵門線/半蔵門駅 歩6分,9階,23.7万円,18000円,23.7万円,-,1LDK,40.87m2,/chintai/jnc_000086204791/?bc=100353585547
東京メトロ南北線 永田町駅 4階建 築42年,東京都千代田区平河町２,"築42年
4階建",東京メトロ南北線/永田町駅 歩4分,東京メトロ半蔵門線/半蔵門駅 歩5分,東京メトロ銀座線/赤坂見附駅 歩10分,3階,12.35万円,9500円,-,-,1LDK,36.68m2,/chintai/jnc_000086602930/?bc=100354793862
グランスイート千代田麹町,東京都千代田区麹町６,"築5年
14階建",東京メトロ丸ノ内線/四ツ谷駅 歩2分,東京メトロ有楽町線/麹町駅 歩4分,東京メトロ半蔵門線/半蔵門駅 歩6分,3階,18.5万円,25000円,18.5万円,18.5万円,1LDK,36.4m2,/chintai/jnc_000048645551/?bc=100348660752
ザ・パークハウス千代田麹町,東京都千代田区麹町６,"築7年
地下1地上17階建",東京メトロ丸ノ内線/四ツ谷駅 歩2分,東京メトロ有楽町線/麹町駅 歩7分,東京メトロ半蔵門線/半蔵門駅 歩10分,9階,29万円,-,29万円,29万円,1LDK,52.87m2,/chintai/jnc_000086143978/?bc=100351491756
ＪＲ中央線 四ツ谷駅 14階建 築5年,東京都千代田区麹町６,"築5年
14階建",ＪＲ中央線/四ツ谷駅 歩3分,東京メトロ有楽町線/麹町駅 歩6分,東京メトロ半蔵門線/半蔵門駅 歩11分,3階,18.5万円,25000円,18.5万円,18.5万円,1LDK,36.4m2,/chintai/jnc_000048653734/?bc=100354918116
コンフォリア二番町,東京都千代田区二番町,"築18年
15階建",東京メトロ有楽町線/麹町駅 歩1分,東京メトロ半蔵門線/半蔵門駅 歩7分,東京メトロ丸ノ内線/四ツ谷駅 歩9分,5階,20.6万円,10000円,20.6万円,-,1LDK,42.9m2,/chintai/jnc_000085696819/?bc=100348442137
コンフォリア二番町,東京都千代田区二番町,"築18年
15階建",東京メトロ有楽町線/麹町駅 歩1分,東京メトロ半蔵門線/半蔵門駅 歩7分,東京メトロ丸ノ内線/四ツ谷駅 歩9分,10階,23.9万円,10000円,23.9万円,-,1LDK,50.32m2,/chintai/jnc_000085696819/?bc=100348442137
ＪＲ中央線 四ツ谷駅 地下1地上17階建 築7年,東京都千代田区麹町６,"築7年
地下1地上17階建",ＪＲ中央線/四ツ谷駅 歩3分,東京メトロ有楽町線/麹町駅 歩6分,東京メトロ半蔵門線/半蔵門駅 歩13分,9階,29万円,-,29万円,29万円,1LDK,52.87m2,/chintai/jnc_000086147775/?bc=100354919690
ＴＨＥ千代田麹町ＴＯＷＥＲ,東京都千代田区麹町３,"築5年
地下3地上26階建",東京メトロ有楽町線/麹町駅 歩1分,東京メトロ半蔵門線/半蔵門駅 歩4分,東京メトロ南北線/永田町駅 歩8分,8階,30万円,3800円,30万円,30万円,1LDK,41.08m2,/chintai/jnc_000086666593/?bc=100347082546
ベルファース市ヶ谷,東京都新宿区市谷本村町,"築20年
12階建",ＪＲ中央線/四ツ谷駅 歩6分,東京メトロ南北線/市ケ谷駅 歩6分,東京メトロ半蔵門線/半蔵門駅 歩22分,8階,15.8万円,8000円,15.8万円,-,1DK,37.33m2,/chintai/jnc_000085278560/?bc=100353821872
東京メトロ有楽町線 麹町駅 地下1地上15階建 築19年,東京都千代田区麹町３,"築19年
地下1地上15階建",東京メトロ有楽町線/麹町駅 歩4分,東京メトロ半蔵門線/半蔵門駅 歩4分,ＪＲ総武線/四ツ谷駅 歩11分,5階,22.9万円,20000円,22.9万円,-,1LDK,50.56m2,/chintai/jnc_000085715815/?bc=100354920174
コールドフォレスト半蔵門,東京都千代田区麹町２,"築2年
14階建",東京メトロ有楽町線/麹町駅 歩4分,東京メトロ半蔵門線/半蔵門駅 歩2分,東京メトロ南北線/永田町駅 歩7分,5階,30.5万円,16000円,-,30.5万円,1LDK,65.34m2,/chintai/jnc_000086230461/?bc=100352108842
東京メトロ半蔵門線 九段下駅 12階建 築10年,東京都千代田区九段南２,"築10年
12階建",東京メトロ半蔵門線/九段下駅 歩5分,都営新宿線/市ケ谷駅 歩10分,東京メトロ半蔵門線/半蔵門駅 歩12分,4階,20万円,6000円,20万円,20万円,1LDK,45.96m2,/chintai/jnc_000086259805/?bc=100352429489
九段千鳥ヶ淵テラス,東京都千代田区九段南２,"築10年
12階建",東京メトロ東西線/九段下駅 歩5分,東京メトロ有楽町線/市ケ谷駅 歩10分,東京メトロ半蔵門線/半蔵門駅 歩13分,4階,20万円,6000円,20万円,20万円,1LDK,45.96m2,/chintai/jnc_000086245648/?bc=100238520639
ライオンズシティ九段,東京都千代田区九段南３,"築26年
地下1地上14階建",都営新宿線/市ケ谷駅 歩5分,東京メトロ東西線/九段下駅 歩10分,東京メトロ半蔵門線/半蔵門駅 歩10分,5階,24.5万円,-,24.5万円,24.5万円,1SLDK,60.07m2,/chintai/jnc_000086369520/?bc=100329632471
シントミプラザ永田町,東京都千代田区平河町２,"築42年
4階建",東京メトロ有楽町線/永田町駅 歩4分,東京メトロ半蔵門線/半蔵門駅 歩5分,東京メトロ銀座線/赤坂見附駅 歩10分,3階,12.35万円,9500円,-,-,1LDK,36.68m2,/chintai/jnc_000085334616/?bc=100346037529
東京メトロ有楽町線 麹町駅 9階建 築48年,東京都千代田区平河町２,"築48年
9階建",東京メトロ有楽町線/麹町駅 歩4分,東京メトロ半蔵門線/半蔵門駅 歩4分,東京メトロ有楽町線/永田町駅 歩6分,3階,13万円,10000円,26万円,13万円,1LDK,32m2,/chintai/jnc_000086757911/?bc=100353791097
東京メトロ有楽町線 麹町駅 15階建 築18年,東京都千代田区二番町,"築18年
15階建",東京メトロ有楽町線/麹町駅 歩5分,東京メトロ半蔵門線/半蔵門駅 歩8分,ＪＲ総武線/四ツ谷駅 歩8分,5階,20.6万円,10000円,20.6万円,-,1LDK,42.9m2,/chintai/jnc_000085708267/?bc=100354918694
東京メトロ有楽町線 麹町駅 15階建 築18年,東京都千代田区二番町,"築18年
15階建",東京メトロ有楽町線/麹町駅 歩5分,東京メトロ半蔵門線/半蔵門駅 歩8分,ＪＲ総武線/四ツ谷駅 歩8分,6階,20.8万円,10000円,20.8万円,-,1LDK,42.9m2,/chintai/jnc_000085708267/?bc=100354918694
ＪＲ中央線 市ケ谷駅 14階建 築25年,東京都千代田区九段南３,"築25年
14階建",ＪＲ中央線/市ケ谷駅 歩7分,東京メトロ半蔵門線/半蔵門駅 歩10分,東京メトロ東西線/九段下駅 歩13分,5階,24.5万円,-,24.5万円,24.5万円,1SLDK,60.07m2,/chintai/jnc_000086369521/?bc=100354506115
東京メトロ有楽町線 市ケ谷駅 7階建 築20年,東京都千代田区四番町,"築20年
7階建",東京メトロ有楽町線/市ケ谷駅 歩8分,東京メトロ半蔵門線/半蔵門駅 歩5分,ＪＲ総武線/市ケ谷駅 歩5分,7階,23.5万円,6000円,23.5万円,23.5万円,1LDK,46.61m2,/chintai/jnc_000079260373/?bc=100310369031
ＪＲ中央線 飯田橋駅 12階建 築16年,東京都千代田区九段南３,"築16年
12階建",ＪＲ中央線/飯田橋駅 歩15分,東京メトロ有楽町線/市ケ谷駅 歩6分,東京メトロ半蔵門線/半蔵門駅 歩10分,12階,23.1万円,15000円,23.1万円,23.1万円,1LDK,53.84m2,/chintai/jnc_000086535903/?bc=100354188182
ＪＲ中央線 四ツ谷駅 14階建 築2年,東京都千代田区麹町２,"築2年
14階建",ＪＲ中央線/四ツ谷駅 歩13分,東京メトロ半蔵門線/半蔵門駅 歩2分,東京メトロ有楽町線/麹町駅 歩4分,5階,30.5万円,16000円,-,30.5万円,1LDK,65.34m2,/chintai/jnc_000086245650/?bc=100352199567
ライオンズマンション九段,東京都千代田区九段南３,"築45年
地下2地上7階建",ＪＲ中央線/市ケ谷駅 歩7分,東京メトロ半蔵門線/半蔵門駅 歩9分,東京メトロ東西線/九段下駅 歩10分,2階,15.5万円,-,15.5万円,15.5万円,1LDK,35.72m2,/chintai/jnc_000085178946/?bc=100340026989
東京メトロ南北線 市ケ谷駅 7階建 築38年,東京都千代田区三番町,"築38年
7階建",東京メトロ南北線/市ケ谷駅 歩9分,東京メトロ半蔵門線/半蔵門駅 歩5分,東京メトロ有楽町線/麹町駅 歩10分,2階,14万円,10000円,14万円,14万円,1LDK,34.81m2,/chintai/jnc_000086173673/?bc=100351721276
ステラハイム本町,東京都渋谷区本町６,"築53年
6階建",京王新線/初台駅 歩8分,東京メトロ半蔵門線/半蔵門駅 歩14分,,2階,12万円,-,12万円,-,1LDK,39m2,/chintai/jnc_000086732047/?bc=100331419247
クレール平河町,東京都千代田区平河町２,"築42年
11階建",東京メトロ千代田線/国会議事堂前駅 歩10分,東京メトロ南北線/永田町駅 歩2分,東京メトロ半蔵門線/半蔵門駅 歩9分,4階,36万円,32800円,36万円,-,1LDK,80.35m2,/chintai/jnc_000086369528/?bc=100353007560
